DATE,OceanTemp,Salinity,SeaPressure,BlueCrabCatch,WaveDirection,AverageWavePeriod,DominantWavePeriod,WaveHeight,Gust,WindSpeed,WindDirection,Illum,PRCP,AvgDailyWind,Weekend,Attack
20100911,27.1,,1017,182989,96,5.46,7.14,0.73,4.9,2.5,4,LQ,0,18,Yes,N
20100912,27.1,,1011.9,155190,96,3.91,4.35,1.35,13.9,11.8,176,LQ,114,55,Yes,N
20100913,27.1,,1015.5,9219,96,4.9,8.33,1.5,11.8,9.9,357,LQ,0,28,No,N
20100914,27.1,,1016.5,257323,96,4.14,4.17,0.79,5.5,4.7,264,LQ,0,36,No,N
20100915,27.1,,1020.3,207161,96,4.49,5.56,1.2,6.6,5.6,55,FQ,0,30,No,N
20100916,27.1,,1019.6,224466,96,4.82,12.9,1.01,9.5,7.4,181,FQ,0,47,No,N
20100917,27.1,,1016.7,185917,96,6,13.79,1.55,9.2,7.6,249,FQ,0,36,Yes,N
20100918,27.1,,1019.7,187491,96,7.48,16,2.26,11.6,9.6,32,FQ,0,37,Yes,N
20100919,27.1,,1017.2,94545,96,8.42,16,3.5,13.6,10.8,22,FM,0,44,Yes,N
20100920,27.4,36.3,1015,9002,96,10.44,14.81,3.48,8,5.9,345,FM,0,30,No,N
20100921,27.2,36.3,1023.3,125971,96,8.23,11.43,2.25,7.2,6.2,33,NM,0,26,No,N
20100922,27.1,,1023.3,138296,96,9.57,11.43,2.31,2.4,1.5,197,FM,0,31,No,N
20100923,27.5,36.3,1023.8,152035,96,6.37,10.81,1.17,2.7,2.1,231,FM,0,32,No,N
20100924,27.1,,1023.2,19285,96,5.75,10.81,0.71,2.5,2.1,238,FM,0,29,Yes,N
20100925,27.1,,1016.6,134500,96,3.89,9.09,0.78,3.9,3.4,202,FM,0,45,Yes,N
20100926,27.1,,1014.4,157340,96,4.2,7.69,0.85,8.7,7.7,179,FM,300,40,Yes,N
20100927,27.1,,1012.7,15017,96,4.68,5.56,1.77,15.3,12.1,163,FM,587,63,No,N
20100928,27.1,,1009,180119,96,5.3,7.69,2.37,9.3,7.5,191,FQ,599,61,No,N
20100929,26.6,35.6,1009.9,303127,96,5.23,7.14,1.87,14.5,12.2,138,FQ,122,76,No,N
20100930,27.1,,1003,316939,96,6.96,10.81,4.43,21.1,16.5,156,FQ,135,133,No,N
20101001,24.8,,1004.1,284715,101.4,8.54,12.12,3.1,12,9.3,354,LQ,13,38,Yes,N
20101002,24.8,,1012.9,276100,101.4,5.52,9.09,1.88,11.7,9.4,35,LQ,48,50,Yes,N
20101003,24.8,,1008.1,69252,101.4,6.06,8.33,1.83,5.4,4.3,74,LQ,226,36,Yes,N
20101004,24.8,,1016.1,19365,101.4,5.94,9.09,2.12,10.7,8.9,328,LQ,0,36,No,N
20101005,24.8,,1020.3,314263,101.4,5.82,10,1.66,8.9,7.2,356,NM,0,18,No,N
20101006,24.8,,1016.4,162115,101.4,5.55,9.09,1.33,8.8,6.5,284,NM,0,38,No,N
20101007,24.8,,1013.4,176414,101.4,3.98,4.55,1.21,8.4,7.3,280,NM,0,30,No,N
20101008,24.8,,1017.9,200280,101.4,5.36,10,1.17,6.1,4,16,NM,0,22,Yes,N
20101009,24.8,,1016.1,125261,101.4,4.42,8.33,0.76,7.6,6.4,285,NM,0,24,Yes,N
20101010,24.8,,1015.7,26320,101.4,7.24,10,0.84,2,1.5,267,NM,0,25,Yes,N
20101011,24.8,,1014,26281,101.4,3.88,4.76,1,8.6,7.3,244,LQ,0,51,No,N
20101012,24.8,,1011.3,322648,101.4,4.04,4.76,1.39,9.3,8.1,251,LQ,0,51,No,N
20101013,24.8,,1012.8,162980,101.4,4.22,5.26,0.81,4.9,3.9,343,LQ,0,34,No,N
20101014,24.8,,1007.9,223415,101.4,4.66,6.67,0.69,9.3,7.6,246,FQ,28,34,No,N
20101015,24.8,,1009.5,113708,101.4,4.56,7.14,0.96,8.8,6.9,267,FQ,0,46,Yes,N
20101016,24.8,,1015.8,193801,101.4,4.43,5,1.77,12.7,10.2,317,FQ,0,52,Yes,N
20101017,24.8,,1018.8,62878,101.4,4.85,6.67,0.73,4.5,3.1,278,FQ,0,33,Yes,N
20101018,24.8,,1016,17736,101.4,3.97,4.76,0.74,5.1,4.2,248,FM,0,41,No,N
20101019,24.8,,1012.7,235016,101.4,4.92,6.25,1.72,9.5,8.3,252,FM,0,44,No,N
20101020,24.8,,1010.7,95290,101.4,4.24,5.56,0.96,4.6,3.5,261,FM,0,24,No,N
20101021,24.8,,1010.2,89628,101.4,4.4,5.88,0.87,9,7.5,248,NM,0,47,No,N
20101022,24.8,,1019.4,91485,101.4,4.71,5.26,0.88,7.2,5,354,FM,0,24,Yes,N
20101023,25,36.3,1026.3,33759,101.4,5.26,6.67,0.85,3.5,2,88,FM,0,11,Yes,N
20101024,25.1,36.3,1025,149174,101.4,4.71,7.14,0.49,2.8,2.2,294,FM,0,29,Yes,N
20101025,24.8,,1018.6,11625,101.4,4.39,5.26,1.7,12.4,10.5,203,FM,66,56,No,N
20101026,24.8,,1016.4,134505,101.4,5.63,7.14,2.42,9.6,8,221,FM,0,56,No,N
20101027,24.8,,1019.3,100866,101.4,4.96,6.67,1.96,13.8,11.4,217,FQ,0,61,No,N
20101028,24.8,,1016.4,125869,101.4,4.76,5.88,1.77,9,7.7,238,FQ,15,53,No,N
20101029,24.8,,1017.1,135912,101.4,5.11,7.14,2.28,15,12.2,353,FQ,0,39,Yes,N
20101030,24.8,,1023.1,128054,101.4,6.02,10.81,1.21,5.1,3.3,305,FQ,0,35,Yes,N
20101031,24.8,,1014.4,77520,101.4,5.05,6.25,2.28,13.6,10.8,257,LQ,0,41,Yes,N
20101101,20.7,,1023,19203,109.7,5.29,5.88,1.79,12.6,10.8,23,LQ,0,45,No,N
20101102,20.7,,1025.8,174920,109.7,4.9,5.26,1.7,13.1,9.8,31,LQ,0,47,No,N
20101103,20.7,,1017.9,97294,109.7,4.63,10,1.46,11.2,9.3,91,NM,58,38,No,N
20101104,20.7,,1001.2,130297,109.7,5.91,8.33,2.28,15.2,11.1,208,NM,272,39,No,N
20101105,20.7,,1006.1,59144,109.7,99,99,1.62,6.9,5.1,314,NM,5,30,Yes,N
20101106,20.7,,1017.2,64212,109.7,7.66,10,2.04,8.9,6.9,8,NM,38,32,Yes,N
20101107,20.7,,1022.6,132911,109.7,5.5,7.69,2.63,16.5,13.6,348,NM,0,42,Yes,N
20101108,20.7,,1014.1,44269,109.7,5.74,10,1.69,8.1,6.4,309,NM,0,40,No,N
20101109,20.7,,1013.2,186968,109.7,4.97,6.67,1.82,10.1,8.1,343,LQ,0,23,No,N
20101110,20.7,,1016.5,133785,109.7,4.93,10.81,1.58,11.7,9.8,334,LQ,0,31,No,N
20101111,20.7,,1022.9,72934,109.7,6.16,10.81,2.65,14.4,11.6,9,LQ,0,45,No,N
20101112,20.7,,1023.5,146659,109.7,7.04,16,3.3,13.8,11.7,6,LQ,0,46,Yes,N
20101113,20.7,,1019.5,98483,109.7,6.77,11.43,2.79,11,9.3,8,FQ,0,31,Yes,N
20101114,20.7,,1018.5,89566,109.7,7.97,13.79,2.15,5.5,4.4,341,FQ,0,13,Yes,N
20101115,20.7,,1018.2,19327,109.7,9.12,11.43,1.91,1.1,0.6,339,FQ,0,15,No,N
20101116,20.7,,1013.4,121858,109.7,5.94,10.81,1.87,10.3,8.9,177,FQ,211,39,No,N
20101117,20.7,,1013.2,96054,109.7,5.41,7.14,2.17,8.4,7,256,FM,10,46,No,N
20101118,20.7,,1020.2,53163,109.7,4.31,12.12,0.98,9.7,8.1,7,FM,0,27,No,N
20101119,20.7,,1025.7,13823,109.7,4.59,11.43,1.25,10.2,8.5,1,FM,0,26,Yes,N
20101120,20.7,,1026.8,60006,109.7,4.55,10.81,0.62,7.9,6.8,240,FM,0,36,Yes,N
20101121,20.7,,1029.3,43459,109.7,5.18,9.09,0.46,5.9,4.8,7,NM,0,13,Yes,N
20101122,21.2,36.3,1028.5,29460,109.7,4.96,9.09,0.4,2,1.8,42,FM,0,18,No,N
20101123,21.2,36.3,1020.6,91417,109.7,4.22,4.17,0.81,5.8,5.3,242,FM,0,38,No,N
20101124,21.3,36.3,1021.7,89560,109.7,4.56,5.88,1.68,12.8,11.1,10,FM,0,37,No,N
20101125,21,36.3,1021.2,16287,109.7,6.26,8.33,1.13,6.1,4.9,198,FM,0,34,No,N
20101126,20.7,36.3,9999,59942,109.7,99,99,1.62,99,9.3,243,FQ,0,48,Yes,N
20101127,19.5,36.1,1013.2,49286,109.7,99,99,1.62,9.5,8.2,328,FQ,0,38,Yes,N
20101128,19.7,36.3,1027.1,43594,109.7,4.91,6.25,1.18,8.9,6.5,14,FQ,0,30,Yes,N
20101129,20,36.3,1030.1,3354,109.7,4.59,6.67,1.05,7,6,22,LQ,0,26,No,N
20101130,20,36.3,1023.9,9194,109.7,4.58,5.56,1.75,13.2,10.9,158,LQ,3,60,No,N
20101201,18.2,,1008.9,7311,119.9,6.78,9.09,3.45,13.9,11.6,237,LQ,58,81,No,N
20101202,18.2,,1021.9,9833,119.9,99,99,1.61,6.7,4.7,359,NM,0,25,No,N
20101203,18.2,,1017.7,22053,119.9,4.29,11.43,0.98,10.1,7.6,318,NM,0,33,Yes,N
20101204,18.2,,1016.8,44294,119.9,4.83,11.43,1.23,8,5.5,321,NM,81,22,Yes,N
20101205,18.2,,1010,13697,119.9,4.93,5,2.17,16.7,13.3,337,NM,18,54,Yes,N
20101206,18.2,,1011.6,3878,119.9,4.69,5.26,1.64,12.3,8.8,300,NM,0,59,No,N
20101207,18.2,,9999,7246,119.9,99,99,1.61,99,8.1,302,NM,0,55,No,N
20101208,18.2,,1019.7,986,119.9,4.6,6.67,1.35,7.2,5,334,NM,0,26,No,N
20101209,18.2,,1026.2,2296,119.9,4.09,4.76,1.18,10.6,8.4,356,LQ,0,26,No,N
20101210,18.2,,1024.5,2799,119.9,4.14,13.79,0.88,3.3,2.4,39,LQ,0,29,Yes,N
20101211,18.2,,1021.2,4880,119.9,4.61,12.9,0.79,5.3,4.2,316,LQ,89,35,Yes,N
20101212,18.2,,1001.7,3210,119.9,5.64,8.33,2.06,14.8,12.3,206,LQ,218,48,Yes,N
20101213,18.2,,996.2,688,119.9,5.92,10,2.88,14.5,11.2,280,FQ,0,70,No,N
20101214,18.2,,1010,2057,119.9,5.45,7.14,2.5,15.1,11.8,306,FQ,0,72,No,N
20101215,18.2,,1016.4,2049,119.9,4.88,6.67,1.64,9.9,7.8,306,FQ,0,47,No,N
20101216,18.2,,1012.7,4635,119.9,4.73,5.56,0.86,4.9,4.1,239,FQ,28,33,No,N
20101217,18.2,,1017.2,683,119.9,5.88,10,2.06,9.7,7.6,351,FM,0,23,Yes,N
20101218,18.2,,1017.5,392,119.9,3.92,4.17,1.16,12.3,10.5,32,FM,160,31,Yes,N
20101219,18.2,,1009.3,1234,119.9,4.98,7.14,2.12,16.7,13.7,353,FM,33,42,Yes,N
20101220,18.2,,1015.5,535,119.9,5.63,9.09,2.52,15,11.8,326,NM,0,53,No,N
20101221,18.2,,,1238,119.9,,,1.61,,,,FM,0,43,No,N
20101222,18.2,,1012.4,1901,119.9,7.65,12.9,1.84,4.1,3.2,347,FM,0,35,No,N
20101223,18.2,,1015.2,1276,119.9,5.32,8.33,2.59,15.5,13,339,FM,0,45,No,N
20101224,18.2,,1020,1338,119.9,5.6,10,2.1,10.6,9.1,340,FM,0,23,Yes,N
20101225,18.2,,1017.8,1353,119.9,7.85,11.43,1.63,3.8,3.2,1,FQ,15,12,Yes,N
20101226,18.2,,994.9,210,119.9,6.27,10,3.57,18.3,14.4,334,FQ,180,63,Yes,N
20101227,18.2,,1005.6,476,119.9,99,99,1.61,16.7,14,296,FQ,0,74,No,N
20101228,18.2,,1021.2,2657,119.9,5.33,7.69,2,9.1,8.1,292,LQ,0,47,No,N
20101229,18.2,,1019.4,1828,119.9,5.53,11.43,1.05,5,4,310,LQ,0,16,No,N
20101230,18.2,,1024.6,3757,119.9,3.88,9.09,0.81,7.9,6.8,360,LQ,0,22,No,N
20101231,18.2,,1025.6,1012,119.9,4.48,7.69,0.54,3.8,3.3,310,LQ,0,17,Yes,N
20110101,14.5,36.4,1024.4,1505,123.1,4.78,8.33,0.45,1.6,1.4,90,NM,0,19,Yes,N
20110102,14.2,36.2,1017.6,1234,123.1,4.58,5.56,1.11,8.1,6.7,223,NM,0,37,Yes,N
20110103,12.9,36.3,1024.9,476,123.1,4.51,7.14,1.48,12.7,10.4,358,NM,0,32,No,N
20110104,14.5,36.3,1020.4,248,123.1,5.62,7.69,0.73,2.2,1.8,24,NM,0,11,No,N
20110105,14,36.2,1015.5,310,123.1,3.96,5.56,0.77,5.1,4.4,344,NM,0,16,No,N
20110106,13.7,36.3,1004.1,333,123.1,4.01,3.85,1,10.3,8.4,355,NM,0,18,No,N
20110107,16,36.5,999,1104,123.1,4.22,4.35,0.99,8.3,7,285,NM,0,23,Yes,N
20110108,13.4,36.5,998.7,391,123.1,99,99,1.75,8.1,6.7,275,LQ,3,51,Yes,N
20110109,13.4,36.5,1021.4,1690,123.1,4.75,4.35,1.83,10.6,8.4,323,LQ,0,50,Yes,N
20110110,12.7,36.5,1028.1,725,123.1,4.79,7.69,0.93,6.1,5,317,LQ,10,25,No,N
20110111,12.7,36.5,1016.8,1050,123.1,4.96,5.56,1.75,9.1,7.2,141,LQ,13,45,No,N
20110112,12.1,36.5,1016.3,1254,123.1,99,99,1.75,14.4,12,278,FQ,0,67,No,N
20110113,12.8,36.5,1026.7,1234,123.1,4.91,7.14,1.61,9.6,7.7,342,FQ,0,34,No,N
20110114,12.7,36.5,1030.1,1788,123.1,5.35,9.09,0.93,6.5,4.7,345,FQ,0,17,Yes,N
20110115,14.4,36.5,1024.8,1671,123.1,6.89,10,0.84,3.6,2.9,332,FQ,0,17,Yes,N
20110116,13.7,36.5,1020.7,1125,123.1,4.46,5.56,0.71,6.8,5.2,332,FM,0,27,Yes,N
20110117,16.6,36.5,1019.5,1108,123.1,4.77,6.25,1.52,11,9,137,FM,122,48,No,N
20110118,14.2,36.3,1009.7,1172,123.1,99,99,1.75,8.4,6.6,286,FM,216,41,No,N
20110119,11.7,36.3,1010.5,1234,123.1,5.46,8.33,1.38,6,4.9,266,NM,25,30,No,N
20110120,12.1,36.4,1018.8,1234,123.1,4.06,4.17,0.98,8.5,7.2,19,FM,0,26,No,N
20110121,10.8,35.9,1008.7,1155,123.1,99,99,1.75,11.5,9.8,317,FM,3,33,Yes,N
20110122,11.1,35.9,1008.2,1947,123.1,4.66,5.88,2.11,18.3,15.2,5,FM,198,62,Yes,N
20110123,11.4,36.1,1021.1,1234,123.1,5.53,9.09,1.68,8.8,7,302,FQ,0,32,Yes,N
20110124,11.9,36.2,1029.8,908,123.1,4.99,10,1.22,7.9,6.7,24,FQ,0,30,No,N
20110125,13,36.3,1022.4,967,123.1,5.6,7.14,1.68,4.6,4,33,FQ,137,32,No,N
20110126,13.3,36.2,1003.8,1234,123.1,6.87,9.09,3.02,9,7.6,246,FQ,373,64,No,N
20110127,11.3,35.9,1016.1,1381,123.1,5.98,8.33,1.3,2.2,1.5,309,LQ,0,25,No,N
20110128,10.9,36,1011.3,456,123.1,6.73,10,1.03,9.1,6.8,208,LQ,0,21,Yes,N
20110129,10.5,35.8,1019.9,1479,123.1,5.22,7.69,0.93,2.6,2.1,323,LQ,0,22,Yes,N
20110130,10.4,35.8,1020.5,2390,123.1,5.32,6.67,0.96,2.2,1.8,220,NM,0,24,Yes,N
20110131,10.4,35.7,1024.1,1062,123.1,5.58,8.33,2.55,11.7,9.1,95,NM,97,47,No,N
20110201,10.8,35.8,1024.2,231,98,5.23,7.69,0.96,4.8,3.7,1,NM,28,21,No,N
20110202,11.2,35.8,1013.5,724,98,6.26,7.69,3.45,18.9,15.8,215,NM,13,72,No,N
20110203,11.6,36,1029.3,1447,98,4.46,6.25,1.46,11.6,9.8,4,NM,0,40,No,N
20110204,12.5,36.3,1026,1265,98,4.08,11.43,0.95,7.2,5.9,23,NM,338,36,Yes,N
20110205,11.8,35.9,1010.3,3595,98,99,99,1.93,11.3,9.5,211,NM,119,47,Yes,N
20110206,12.1,35.9,1017.5,5153,98,5.45,7.69,1.27,1.5,1.2,313,NM,3,25,Yes,N
20110207,12.1,35.8,1016.1,5325,98,5.17,7.69,0.71,3.6,2.1,125,LQ,241,15,No,N
20110208,11.9,35.7,1013.8,7854,98,4.98,6.67,2.02,10.8,9.6,292,LQ,28,44,No,N
20110209,11.7,35.7,1026.3,6313,98,4.97,9.09,1.19,8.3,6.6,19,LQ,53,38,No,N
20110210,14.5,,1017.3,18511,98,4.91,6.25,1.69,13.5,11.3,3,LQ,76,45,No,N
20110211,13.3,35.9,1020.7,10499,98,4.67,8.33,1.34,12.2,10,13,FQ,163,38,Yes,N
20110212,13,35.7,1020.9,14365,98,4.77,9.09,1.44,11.5,9.7,294,FQ,0,36,Yes,N
20110213,13,35.9,1025.5,13802,98,5.17,9.09,0.63,2.6,2.2,297,FQ,0,32,Yes,N
20110214,11.4,35.5,1013.2,5374,98,5.33,7.14,2.51,18,15.1,234,FM,0,74,No,N
20110215,11.3,35.7,1027.5,12792,98,5.16,6.67,2.21,14.3,11.9,358,FM,0,36,No,N
20110216,11.4,35.8,1031.1,9687,98,6.05,10,1.09,5.4,4.8,351,FM,0,22,No,N
20110217,10.8,35.4,1027.4,33667,98,6.47,11.43,1.11,0.7,0.3,233,NM,0,22,No,N
20110218,10.4,35.1,1019.3,10535,98,4.29,4.76,1.41,11,9.3,233,FM,0,59,Yes,N
20110219,10.1,34.7,1017.9,59378,98,99,99,1.93,12.6,10.5,284,FM,0,47,Yes,N
20110220,11.6,35.4,1025.3,24548,98,5.25,7.14,1.98,12.4,10.1,351,FM,0,33,Yes,N
20110221,11.6,35.4,1010.5,27170,98,4.61,7.14,1.89,16,13.7,241,FM,0,77,No,N
20110222,11.1,35.1,1014.1,20488,98,5.11,5.26,2.36,16.1,13.4,355,FQ,0,51,No,N
20110223,11.1,35.2,1025.8,7584,98,4.82,9.09,1.69,12.4,10.7,6,FQ,0,40,No,N
20110224,11.8,35.4,1024.4,43596,98,5.72,9.09,0.85,4.8,3.5,34,FQ,0,24,No,N
20110225,11.5,35.3,1007.9,36593,98,6.88,8.33,4.32,18.5,14.9,223,LQ,8,75,Yes,N
20110226,13,35.8,1022.1,66288,98,5.07,7.69,1.51,7.8,6,135,LQ,0,33,Yes,N
20110227,13.3,35.8,1020,20718,98,4.7,6.67,1.05,6.2,5.3,243,LQ,0,34,Yes,N
20110228,12.3,35.3,1015.6,49386,98,4.25,6.25,1.77,14.3,12.3,220,LQ,51,57,No,N
20110301,12.8,35.6,1021.4,38476,147.8,5.78,7.69,2.96,17.7,14.7,8,NM,56,60,No,N
20110302,13.3,35.7,1025,18869,147.8,6.77,10.81,1.56,4.1,3.4,358,NM,0,26,No,N
20110303,13.2,35.7,1033.8,63842,147.8,5.4,7.14,2.72,15.3,12.8,20,NM,0,62,No,N
20110304,12.2,35.5,1034.6,59761,147.8,4.28,5.26,1.54,12.2,10.1,18,NM,0,50,Yes,N
20110305,12.4,35.6,1029.1,39331,147.8,5.44,7.69,1.81,8.4,6.5,149,NM,0,43,Yes,N
20110306,12.6,35.6,1013.7,71104,147.8,5.99,7.69,3.21,18.2,15.3,169,NM,366,68,Yes,N
20110307,12.3,35.5,1019.1,53995,147.8,6.63,9.09,1.79,9.7,7.5,1,NM,0,42,No,N
20110308,12.8,35.7,1029.5,46479,147.8,5.78,10,1.95,13,10.5,10,NM,0,43,No,N
20110309,15.8,36.2,1028.1,15297,147.8,5.47,10,1.74,10.1,8.1,126,LQ,0,51,No,N
20110310,15.9,36.2,1015.4,87549,147.8,6,7.14,3.55,17,14.2,160,LQ,150,87,No,N
20110311,15.9,36.2,1013.9,76172,147.8,5.83,10.81,2.03,9.7,7.7,281,LQ,3,47,Yes,N
20110312,16.2,36.3,1021.8,103541,147.8,6.3,11.43,1.14,7.6,5.9,260,FQ,0,52,Yes,N
20110313,15.7,36.2,1021,39940,147.8,4.88,12.12,1.41,7.3,6.5,242,FQ,0,43,Yes,N
20110314,13.9,35.9,1023.7,77900,147.8,5.18,5.88,1.98,14.4,12.3,18,FQ,0,55,No,N
20110315,15.4,36.2,1027,15294,147.8,5.27,6.25,1.91,10.1,8.6,112,FQ,97,51,No,N
20110316,15.9,36.3,1020.1,3840,147.8,5.32,6.67,2.47,12.3,9.8,240,FM,56,36,No,N
20110317,15.5,36.2,1026.4,42454,147.8,5.02,10,0.83,9.5,8.3,5,NM,0,19,No,N
20110318,15.6,36.2,1019.8,45506,147.8,4.07,4.76,1.39,12.4,10.5,232,FM,0,49,Yes,N
20110319,14.8,35.9,1022.4,23833,147.8,3.87,3.85,1.17,12.2,10.1,17,FM,0,40,Yes,N
20110320,15.7,36.2,1034.2,20539,147.8,5.41,9.09,2.04,13.2,11.4,5,FM,0,36,Yes,N
20110321,15.5,36.2,1024.6,40157,147.8,4.67,8.33,1.45,13.8,11.9,233,FM,0,56,No,N
20110322,15.9,36.2,1013.3,7242,147.8,5.05,7.14,1.63,6.5,5.6,279,FM,0,33,No,N
20110323,15.6,36,1005.8,10269,147.8,4.13,7.14,0.83,7.9,6.6,247,FQ,0,49,No,N
20110324,14.8,35.3,,36479,147.8,,,1.89,,,,FQ,15,50,No,N
20110325,15.8,36.2,1016.6,5202,147.8,6.45,10,1.89,8.5,6.4,18,FQ,0,35,Yes,N
20110326,15.8,36.2,1015.3,97639,147.8,4.97,10.81,1.64,12.5,10.2,16,FQ,53,45,Yes,N
20110327,15.6,,1011.4,55197,147.8,5.48,6.67,2.75,15.7,13.5,14,LQ,132,58,Yes,N
20110328,15.6,,1016.2,57840,147.8,4.89,8.33,1.31,12,10.7,11,LQ,15,34,No,N
20110329,15.6,,1023.4,19248,147.8,4.88,7.69,1.1,8,6,15,LQ,0,26,No,N
20110330,15.6,,1015.8,13567,147.8,4.35,5.26,1.54,15,12.7,105,NM,297,50,No,N
20110331,15.6,,1006.2,99708,147.8,6.57,9.09,2.36,7,5.4,308,NM,142,31,No,N
20110401,18.8,,1002.6,28141,104.2,5.29,8.33,1.43,6.4,5.3,285,NM,0,42,Yes,N
20110402,18.8,,1007.9,119610,104.2,4.37,5.26,1.6,10.4,8.8,268,NM,0,47,Yes,N
20110403,18.8,,1021.5,48522,104.2,3.95,4,1.24,9.3,7.6,329,NM,0,38,Yes,N
20110404,18.8,,1016.4,75859,104.2,5.09,6.67,2.27,12.4,10,227,NM,0,66,No,N
20110405,18.8,,1001.6,12963,104.2,6.38,9.09,3.79,18.3,15.2,214,NM,41,69,No,N
20110406,18.8,,1024.4,8921,104.2,5.56,8.33,1.3,3.8,2.5,330,NM,0,40,No,N
20110407,18.8,,1019.2,116272,104.2,4.42,6.25,1.68,11.2,9.8,240,LQ,0,49,No,N
20110408,18.8,,1019.2,60193,104.2,4.89,6.67,0.75,6.1,5.1,233,LQ,107,34,Yes,N
20110409,18.8,,1019.9,45653,104.2,4.47,6.25,1.38,10.6,9.1,3,LQ,15,40,Yes,N
20110410,18.8,,1020.2,33874,104.2,5.92,11.43,1.6,5.8,4.6,135,LQ,38,31,Yes,N
20110411,18.8,,1017,47959,104.2,4.81,5.56,1.64,10.2,8.9,209,FQ,0,55,No,N
20110412,18.8,,1010.2,26644,104.2,4.92,7.69,1.76,9.4,8.1,220,FQ,0,60,No,N
20110413,18.8,,1013.1,9915,104.2,4.82,6.25,1.16,6.5,5.3,237,FQ,0,39,No,N
20110414,18.8,,1019.7,94169,104.2,4.06,7.14,0.98,9.2,7.2,19,FM,0,29,No,N
20110415,18.8,,1023.5,64769,104.2,4.47,7.69,0.98,9.6,7,89,FM,0,38,Yes,N
20110416,18.8,,1015.5,45637,104.2,5.65,9.09,2.39,14.9,12.4,170,NM,5,89,Yes,N
20110417,18.8,,1015.7,18451,104.2,6.06,7.69,1.92,8.2,6.6,264,FM,0,49,Yes,N
20110418,18.8,,1021.2,139198,104.2,6.6,10,1.14,3.9,3.3,237,FM,0,27,No,N
20110419,18.8,,1021.5,99238,104.2,6.24,9.09,0.68,5.3,4.6,233,FM,0,38,No,N
20110420,18.8,,1019.6,58597,104.2,4.48,5.56,1.5,11.4,9.9,218,FM,0,57,No,N
20110421,18.8,,1021,153582,104.2,4.39,8.33,1.18,13.5,11.2,28,FM,0,41,No,N
20110422,18.8,,1026.7,119953,104.2,5.68,9.09,1.97,9.2,7,82,FQ,0,52,Yes,N
20110423,18.8,,1023.7,104195,104.2,5.62,9.09,1.79,8.7,7.5,200,FQ,0,47,Yes,N
20110424,18.8,,1023.7,104526,104.2,5.63,8.33,1.19,5.5,4.8,222,FQ,0,46,Yes,N
20110425,18.8,,1022.1,150043,104.2,5.41,9.09,1.15,5.2,4,214,LQ,0,31,No,N
20110426,18.8,,1018.9,106502,104.2,4.91,8.33,1.67,10.6,8.5,193,LQ,198,45,No,N
20110427,18.8,,1018.1,51689,104.2,5.76,8.33,2.55,14.6,12.5,197,LQ,8,60,No,N
20110428,18.8,,1014.3,164673,104.2,5.74,7.69,2.85,15.2,12.5,205,LQ,53,79,No,N
20110429,18.8,,1012.8,143404,104.2,6.16,9.09,2.06,5.4,4,334,NM,5,42,Yes,N
20110430,18.8,,1020.3,141009,104.2,5.4,9.09,1.64,8.7,7.2,16,NM,0,31,Yes,N
20110501,22.5,,1025.6,148975,113,5.23,8.33,1.35,8.3,6.9,18,NM,0,29,Yes,N
20110502,22.5,,1026.5,199463,113,6.78,8.33,1.06,3,2.2,308,NM,0,20,No,N
20110503,22.5,,1023.4,104886,113,5.53,9.09,1.03,5,4.3,242,NM,0,34,No,N
20110504,22.5,,1016.1,44603,113,5,10.81,1.62,9.9,8.6,236,NM,3,43,No,N
20110505,22.5,,1023.9,253349,113,4.46,5.26,1.31,7.9,6.5,1,NM,0,35,No,N
20110506,22.5,,1018.9,176775,113,3.18,3.13,0.76,11.1,8.8,214,NM,10,42,Yes,N
20110507,22.5,,1014.5,197064,113,5.02,10.81,1.06,5.1,3.7,342,LQ,0,25,Yes,N
20110508,22.5,,1012.4,191563,113,4.91,10,0.88,1.6,1,358,LQ,20,20,Yes,N
20110509,22.5,,1015.2,221575,113,4.51,9.09,0.65,4.6,3.7,338,LQ,0,16,No,N
20110510,22.5,,1015.5,133712,113,6,8.33,1.08,8.2,6.7,356,FQ,0,28,No,N
20110511,22.5,,1017,13842,113,8.02,12.12,2.6,10.4,8.6,26,FQ,0,36,No,N
20110512,22.5,,1018.2,250923,113,6.99,10,1.99,8.2,6.5,357,FQ,0,26,No,N
20110513,22.5,,1014.1,137227,113,8.11,11.43,1.63,3.3,2.2,51,FQ,0,30,Yes,N
20110514,22.5,,1008.8,219184,113,99,99,1.22,7.8,6.1,162,FM,0,33,Yes,N
20110515,22.5,,,177195,113,,,1.22,,,,NM,33,37,Yes,N
20110516,22.5,,,200522,113,,,1.22,,,,FM,20,29,No,N
20110517,22.5,,,154014,113,,,1.22,,,,FM,0,26,No,N
20110518,22.5,,,95479,113,,,1.22,,,,FM,20,31,No,N
20110519,22.5,,,109085,113,,,1.22,,,,FM,0,41,No,N
20110520,22.5,,,150292,113,,,1.22,,,,FM,0,37,Yes,N
20110521,21.8,35.1,,174356,113,,,1.22,,,,FQ,0,17,Yes,N
20110522,22.7,35.1,,149288,113,,,1.22,,,,FQ,0,24,Yes,N
20110523,22.8,35.1,,153404,113,,,1.22,,,,FQ,0,54,No,N
20110524,22.8,35.1,,147383,113,,,1.22,,,,FQ,0,60,No,N
20110525,23,35.1,,15935,113,,,1.22,,,,LQ,28,38,No,N
