stationname,LATITUDE,LONGITUDE,DATE,TimePRCP,PRCP,TimeTMax,TMAX,TimeTMin,TMIN,TimeWesd,WESD,TimeAwnd,AWND,Measurement Flag,Quality Flag,Source Flag,TimeWdf2,WDF2,TimeWT01,WT01,imeWT06,WT06,TimeWt02,WT02,TimeWt08,WT08,TimeWt03,WT03,TimeGeneral
MANTEO 0.6 SSE NC US,35.8912,-75.663,20140403,9999,0,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20140404,9999,0,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20140405,9999,0,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20140406,9999,0,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20140407,9999,178,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20140408,9999,51,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20140409,9999,3,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20140410,9999,0,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20140411,9999,0,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20140412,9999,0,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20140413,9999,0,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20140414,9999,0,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20140415,9999,13,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20140416,9999,8,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20140417,9999,0,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20140418,9999,0,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20140419,9999,127,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20140420,9999,178,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20140421,9999,254,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20140422,9999,3,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20140423,9999,0,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20140424,9999,0,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20140425,9999,0,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20140426,9999,178,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20140427,9999,0,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20140428,9999,0,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20140429,9999,127,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20140430,9999,272,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20140501,9999,318,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20140503,9999,0,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20140504,9999,0,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20140505,9999,8,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20140506,9999,13,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20140507,9999,0,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20140508,9999,0,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20140509,9999,0,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20140510,9999,0,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20140511,9999,0,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20140512,9999,0,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20140513,9999,0,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20140516,9999,218,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20140517,9999,241,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20140518,9999,0,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20140520,9999,8,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20140521,9999,0,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20140522,9999,0,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20140523,9999,0,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20140524,9999,0,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20140525,9999,0,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20140526,9999,0,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20140527,9999,0,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20140528,9999,0,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20140530,9999,0,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20140531,9999,0,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20140601,9999,0,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20140602,9999,0,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20140603,9999,0,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20140604,9999,0,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20140605,9999,13,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20140606,9999,257,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20140607,9999,0,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20140608,9999,0,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20140609,9999,0,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20140610,9999,114,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20140612,9999,191,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20140613,9999,0,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20140825,9999,0,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20140826,9999,0,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20140827,9999,0,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20140828,9999,0,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20140829,9999,0,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20140830,9999,0,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20140901,9999,0,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20140902,9999,8,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20140903,9999,0,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20140904,9999,0,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20140905,9999,0,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20140906,9999,33,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20140907,9999,584,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20140908,9999,254,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20140909,9999,277,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20140910,9999,8,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20140911,9999,0,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20140912,9999,0,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20140913,9999,0,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20140914,9999,13,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20140915,9999,236,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20140916,9999,5,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20140917,9999,0,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20140919,9999,0,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20140920,9999,0,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20140921,9999,0,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20140922,9999,18,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20140924,9999,239,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20140925,9999,64,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20140927,9999,0,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20140928,9999,0,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20140929,9999,5,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20140930,9999,8,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20141001,9999,0,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20141002,9999,0,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20141003,9999,0,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20141004,9999,0,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20141005,9999,0,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20141006,9999,0,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20141007,9999,0,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20141008,9999,0,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20141009,9999,8,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20141010,9999,0,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20141011,9999,0,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20141012,9999,0,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20141013,9999,221,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20141014,9999,0,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20141015,9999,10,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20141016,9999,3,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20141017,9999,0,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20141018,9999,0,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20141019,9999,0,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20141020,9999,0,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20141021,9999,13,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20141022,9999,0,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
MANTEO 0.6 SSE NC US,35.8912,-75.663,20141023,9999,0,9999,-9999,9999,-9999,9999,-9999,9999,-9999, , , ,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999,-9999,9999
