DATE,MLLW,OceanTemp,Salinity,SeaPressure,BlueCrabCatch,WaveDirection,AverageWavePeriod,DominantWavePeriod,WaveHeight,Gust,WindSpeed,WindDirection,Illum,PRCP,AvgDailyWind,Weekend,Attack
20110614,0.722,25.8,35.4472,1012.6,130572,138.3,5.58,6.67,0.99,4,2.6,23,NM,0,20,No,N
20110615,0.915,25.8,35.4472,1014.2,19545,138.3,3.95,6.67,0.84,9.4,7.9,358,FM,0,29,No,N
20110616,0.738,26.4,35.5,1016.3,218646,138.3,5.45,6.67,0.62,5.7,4.2,158,FM,0,35,No,N
20110617,0.541,25.8,35.4472,1015.5,141529,138.3,4.12,6.25,1.2,6.2,4.9,236,FM,99,45,Yes,N
20110618,0.479,25.8,35.4472,1015.7,198770,138.3,3.89,5,1.01,7.5,6.2,228,FM,0,55,Yes,N
20110619,0.453,25.8,35.4472,1011.2,176853,138.3,4.03,5.88,1.06,10.9,9.3,240,FM,0,46,Yes,N
20110620,0.804,25.8,35.4472,1009.3,186347,138.3,4.29,7.14,1.08,8,6.8,271,FQ,48,41,No,N
20110621,0.817,25.8,35.4472,1016.7,163433,138.3,7.17,9.09,1.54,3.3,2.4,60,FQ,0,29,No,N
20110622,0.745,25.8,35.4472,1016.7,81477,138.3,5.71,7.69,1.01,5.8,4.6,220,FQ,0,33,No,N
20110623,0.627,25.8,35.4472,1013.6,92845,138.3,5.15,7.14,2.17,12.4,9.8,236,FQ,30,56,No,N
20110624,0.666,25.8,35.4472,1010.9,143211,138.3,4.56,6.67,1.68,13.5,11.3,225,LQ,0,60,Yes,N
20110625,0.63,25.8,35.4472,1012.6,176403,138.3,4.92,7.14,1.8,10,8.6,229,LQ,0,54,Yes,N
20110626,0.479,25.8,35.4472,1016.1,141907,138.3,4.63,5.56,0.98,2,1.2,209,LQ,0,25,Yes,N
20110627,0.761,25.8,35.4472,1017.7,133910,138.3,4.28,5,0.97,7,5.8,207,LQ,8,40,No,N
20110628,0.787,25.8,35.4472,1016.3,112077,138.3,4.66,5.88,1.66,10.5,9,219,NM,0,54,No,N
20110629,0.203,25.8,35.4472,1015.4,21262,138.3,4.15,4.55,1.15,13.8,10.1,280,NM,211,32,No,N
20110630,0.479,25.8,35.4472,1017.1,209795,138.3,4.65,8.33,1.03,1.8,1.3,221,NM,0,19,No,N
20110701,0.715,27.2,35.58666667,1017.3,139506,169.1,6.22,8.33,0.79,4.2,3.3,43,NM,0,21,Yes,N
20110702,0.499,27.2,35.58666667,1019.6,164113,169.1,5.8,9.09,0.75,5,3.7,195,NM,0,26,Yes,N
20110703,0.545,27.2,35.58666667,1017,125206,169.1,3.96,4.35,1.02,9.5,8.3,236,NM,0,57,Yes,N
20110704,0.331,27.2,35.58666667,1016,190483,169.1,4.14,5.56,1.45,11.7,9.9,237,LQ,0,63,No,N
20110705,0.102,27.2,35.58666667,1016.2,142016,169.1,4.02,5.26,0.97,9.6,8.1,234,LQ,0,41,No,N
20110706,0.249,27.2,35.58666667,1017.9,19844,169.1,4.12,5.56,1.14,8.5,7.5,227,LQ,0,38,No,N
20110707,0.295,27.2,35.58666667,1016.9,211807,169.1,4.68,6.67,1.21,11.9,10.6,202,LQ,0,45,No,N
20110708,-0.013,27.2,35.58666667,1016.81,137436,169.1,4.72575,,1.14,,6.7485,213.79025,FQ,394,64,Yes,N
20110709,0.44,27.2,35.58666667,1016.81,169547,169.1,4.72575,,1.14,,6.7485,213.79025,FQ,46,36,Yes,N
20110710,0.581,27.2,35.58666667,1016.81,123247,169.1,4.72575,,1.14,,6.7485,213.79025,FQ,0,22,Yes,N
20110711,0.722,27.2,35.58666667,1016.81,152418,169.1,4.72575,,1.14,,6.7485,213.79025,FM,0,25,No,N
20110712,0.745,27.2,35.58666667,1016.81,103782,169.1,4.72575,,1.14,,6.7485,213.79025,FM,0,53,No,N
20110713,0.715,27.2,35.58666667,1016.81,13371,169.1,4.72575,,1.14,,6.7485,213.79025,NM,25,26,No,N
20110714,0.955,27.2,35.58666667,1016.81,193736,169.1,4.72575,,1.14,,6.7485,213.79025,FM,155,46,No,N
20110715,0.636,27.2,35.58666667,1016.81,141201,169.1,4.72575,,1.14,,6.7485,213.79025,FM,0,47,Yes,N
20110716,0.63,27.3,35.9,1016.81,177208,169.1,4.72575,,1.14,,6.7485,213.79025,FM,0,30,Yes,N
20110717,0.505,27.2,35.58666667,1016.81,129075,169.1,4.72575,,1.14,,6.7485,213.79025,FM,0,23,Yes,N
20110718,0.515,27.2,35.58666667,1016.81,170081,169.1,4.72575,,1.14,,6.7485,213.79025,FM,0,27,No,N
20110719,0.522,27.2,35.58666667,1016.81,133887,169.1,4.72575,,1.14,,6.7485,213.79025,FQ,0,41,No,Y
20110720,0.233,27.2,35.58666667,1016.81,10709,169.1,4.72575,,1.14,,6.7485,213.79025,FQ,0,36,No,N
20110721,0.344,27.2,35.58666667,1016.81,182412,169.1,4.72575,,1.14,,6.7485,213.79025,FQ,0,38,No,N
20110722,0.367,27.2,35.58666667,1016.81,133295,169.1,4.72575,,1.14,,6.7485,213.79025,FQ,0,54,Yes,N
20110723,0.233,27.2,35.58666667,1016.81,163311,169.1,4.72575,,1.14,,6.7485,213.79025,LQ,0,53,Yes,N
20110724,0.279,27.2,35.58666667,1016.2,132037,169.1,4.12,5,1.44,12.6,10.6,241,LQ,183,62,Yes,N
20110725,0.436,27.2,35.58666667,1012.6,145047,169.1,3.64,4.55,0.95,13.9,11.6,242,LQ,526,50,No,N
20110726,0.971,27.2,35.58666667,1011.4,112832,169.1,4.79,7.14,1.74,9.2,7.8,269,LQ,135,33,No,N
20110727,0.787,27.2,35.58666667,1014.9,12278,169.1,4.25,6.67,1.21,8,6.9,247,NM,0,32,No,N
20110728,0.745,27.2,35.58666667,1019.1,179368,169.1,4.44,6.25,1.09,4.7,3.9,255,NM,0,31,No,N
20110729,0.712,27.2,35.58666667,1016.8,128991,169.1,4.15,5.26,0.92,7.2,6.4,246,NM,0,37,Yes,N
20110730,0.663,27.2,35.58666667,1015.7,161660,169.1,3.79,4.76,0.63,2.7,2.5,269,NM,0,25,Yes,N
20110731,0.64,27.2,35.58666667,1018.5,151655,169.1,4.6,4.76,0.53,8.8,7,10,NM,109,23,Yes,N
20110801,0.568,27.5,35.576,1014.5,161200,133.9,3.54,8.33,0.72,6.6,5.6,213,NM,152,21,No,N
20110802,0.676,27.5,35.576,1011.5,115393,133.9,4.65,9.09,0.56,5.4,4.3,303,NM,0,29,No,N
20110803,0.646,27.5,35.576,1009.4,14140,133.9,4,8.33,0.79,7.3,6.3,220,LQ,0,44,No,N
20110804,0.715,27.5,35.576,1010.8,172204,133.9,5.09,7.14,2.15,9.5,7.6,242,LQ,0,42,No,N
20110805,0.482,27.5,35.576,1016.3,145388,133.9,5.36,9.09,1.24,2.3,1.6,42,LQ,0,38,Yes,N
20110806,0.692,27.5,35.576,1016.8,154245,133.9,5.35,6.67,1.12,6.4,5.5,112,FQ,20,46,Yes,N
20110807,0.768,27.5,35.576,1010.7,130537,133.9,4.41,8.33,1.27,10.6,9,241,FQ,0,58,Yes,N
20110808,0.771,27.5,35.576,1006.4,154857,133.9,5.28,9.09,1.53,7.1,6.1,250,FQ,0,43,No,N
20110809,0.876,27.5,35.576,1005.8,106172,133.9,5.1,6.67,1.38,7,5.9,238,FM,0,39,No,N
20110810,0.833,27.5,35.576,1007.9,8386,133.9,5.3,7.14,0.96,3.8,3.2,28,FM,0,28,No,N
20110811,0.873,27.5,35.576,1011,178345,133.9,5.45,10,0.72,5.4,4.6,305,NM,0,27,No,Y
20110812,0.843,27.5,35.576,1015.91275,152413,133.9,5.26825,,1.15,,5.3035,187.5695,FM,0,34,Yes,N
20110813,0.696,27.5,35.576,1015.91275,163458,133.9,5.26825,,1.15,,5.3035,187.5695,FM,0,47,Yes,N
20110814,0.495,27.5,35.576,1015.91275,128321,133.9,5.26825,,1.15,,5.3035,187.5695,FM,79,47,Yes,N
20110815,0.948,27.5,35.576,1015.91275,41461,133.9,5.26825,,1.15,,5.3035,187.5695,FM,3,31,No,N
20110816,0.801,28.5,36.2,1015.91275,3968,133.9,5.26825,,1.15,,5.3035,187.5695,FM,0,22,No,N
20110817,0.535,27.5,35.576,1015.91275,5164,133.9,5.26825,,1.15,,5.3035,187.5695,FM,0,26,No,Y
20110818,0.62,27.5,35.576,1015.91275,30577,133.9,5.26825,,1.15,,5.3035,187.5695,FQ,0,30,No,N
20110819,0.4,27.5,35.576,1015.91275,49620,133.9,5.26825,,1.15,,5.3035,187.5695,FQ,13,26,Yes,N
20110820,0.768,27.5,35.576,1015.91275,112507,133.9,5.26825,,1.15,,5.3035,187.5695,FQ,23,15,Yes,N
20110821,0.663,27.5,35.576,1015.91275,145180,133.9,5.26825,,1.15,,5.3035,187.5695,FQ,0,38,Yes,N
20110822,0.62,27.5,35.576,1015.91275,182038,133.9,5.26825,,1.15,,5.3035,187.5695,LQ,3,37,No,N
20110823,0.643,27.5,35.576,1015.91275,180450,133.9,5.26825,,1.15,,5.3035,187.5695,LQ,0,33,No,N
20110824,0.643,27.3,36.3,1015.91275,113780,133.9,5.26825,,1.15,,5.3035,187.5695,LQ,3,30,No,Y
20110825,0.656,27.7,36.3,1015.91275,164078,133.9,5.26825,,1.15,,5.3035,187.5695,LQ,13,24,No,N
20110826,0.669,27.3,36.3,1015.91275,154738,133.9,5.26825,,1.15,,5.3035,187.5695,NM,932,69,Yes,N
20110827,-1.447,26.2,36.2,1015.91275,154614,133.9,5.26825,,1.15,,5.3035,187.5695,NM,826,191,Yes,N
20110828,1.65,26.9,36.2,1015.91275,186975,133.9,5.26825,,1.15,,5.3035,187.5695,NM,0,40,Yes,N
20110829,1.604,27.1,36.2,1015.91275,184286,133.9,5.26825,,1.15,,5.3035,187.5695,NM,0,16,No,N
20110830,1.286,26.9,36.1,1015.91275,176519,133.9,5.26825,,1.15,,5.3035,187.5695,NM,25,37,No,N
20110831,1.375,27.1,36.1,1015.91275,18596,133.9,5.26825,,1.15,,5.3035,187.5695,NM,0,41,No,N
20110901,1.273,27.1,36.1,1017.278333,267538,96,5.26825,,1.38,,6.383666667,170.8426667,LQ,0,40,No,N
20110902,1.079,27.2,36.1,1017.278333,188668,96,5.26825,,1.38,,6.383666667,170.8426667,LQ,0,28,Yes,N
20110903,1.004,27.3,36.1,1017.278333,192964,96,5.26825,,1.38,,6.383666667,170.8426667,LQ,0,23,Yes,N
20110904,0.909,27.3,36.1,1017.278333,184138,96,5.26825,,1.38,,6.383666667,170.8426667,FQ,0,18,Yes,N
20110905,0.928,27,36.2,1017.278333,65450,96,5.26825,,1.38,,6.383666667,170.8426667,FQ,15,45,No,N
20110906,0.735,27,36.2,1017.278333,55225,96,5.26825,,1.38,,6.383666667,170.8426667,FQ,0,52,No,N
20110907,0.781,27.5,36.1,1017.278333,11989,96,5.26825,,1.38,,6.383666667,170.8426667,FQ,0,40,No,N
20110908,1.335,27.7,36.1,1017.278333,220343,96,5.26825,,1.38,,6.383666667,170.8426667,FM,0,19,No,N
20110909,1.453,27.7,36.2,1017.278333,185092,96,5.26825,,1.38,,6.383666667,170.8426667,FM,0,40,Yes,N
20110910,1.289,27.5,36.1,1017.278333,192656,96,5.26825,,1.38,,6.383666667,170.8426667,NM,0,36,Yes,N
20110911,1.109,27.6,36.1,1017.278333,157059,96,5.26825,,1.38,,6.383666667,170.8426667,FM,0,27,Yes,N
20110912,0.948,27.4,36,1017.278333,148987,96,5.26825,,1.38,,6.383666667,170.8426667,FM,43,21,No,N
20110913,1.017,28,36.1,1017.278333,123563,96,5.26825,,1.38,,6.383666667,170.8426667,FM,0,9,No,N
20110914,0.932,27.8,36.1,1017.278333,11948,96,5.26825,,1.38,,6.383666667,170.8426667,FM,0,13,No,N
20110915,0.958,27.9,36.2,1017.278333,230407,96,5.26825,,1.38,,6.383666667,170.8426667,FM,71,30,No,N
20110916,0.984,27.9,36.2,1017.278333,132949,96,5.26825,,1.38,,6.383666667,170.8426667,FM,0,60,Yes,N
20110917,1.129,27.1,35.956,1017.278333,175095,96,5.26825,,1.38,,6.383666667,170.8426667,FQ,1768,45,Yes,N
20110918,1.588,26.7,36.2,1017.278333,132838,96,5.26825,,1.38,,6.383666667,170.8426667,FQ,15,47,Yes,N
20110919,1.339,26.8,36.1,1017.278333,185662,96,5.26825,,1.38,,6.383666667,170.8426667,FQ,0,39,No,N
20110920,1.148,27.1,35.4,1017.278333,37074,96,5.26825,,1.38,,6.383666667,170.8426667,FQ,89,17,No,N
20110921,1.076,27.1,35.956,1017.278333,6022,96,5.26825,,1.38,,6.383666667,170.8426667,LQ,211,27,No,N
20110922,1.004,26.5,36,1017.278333,159994,96,5.26825,,1.38,,6.383666667,170.8426667,LQ,74,33,No,N
20110923,1.043,26.5,35.9,1017.278333,159259,96,5.26825,,1.38,,6.383666667,170.8426667,LQ,117,44,Yes,N
20110924,1.05,27.1,35.956,1017.278333,167551,96,5.26825,,1.38,,6.383666667,170.8426667,NM,630,34,Yes,N
20110925,1.476,27.1,35.956,1017.278333,145820,96,5.26825,,1.38,,6.383666667,170.8426667,NM,315,24,Yes,N
20110926,1.184,26.3,35.7,1017.278333,154798,96,5.26825,,1.38,,6.383666667,170.8426667,NM,244,28,No,N
20110927,1.401,27.1,35.956,1017.278333,67448,96,5.26825,,1.38,,6.383666667,170.8426667,NM,15,33,No,N
20110928,1.155,27.1,35.956,1017.278333,7456,96,5.26825,,1.38,,6.383666667,170.8426667,NM,0,31,No,N
20110929,1.194,27.1,35.956,1017.278333,203867,96,5.26825,,1.38,,6.383666667,170.8426667,NM,8,41,No,N
20110930,1.129,27.1,35.956,1017.278333,104032,96,5.26825,,1.38,,6.383666667,170.8426667,LQ,0,31,Yes,N
20111001,1.204,24.8,36.0175,1015.704,123955,101.4,5.455,,1.34,,6.299333333,200.331,LQ,0,43,Yes,N
20111002,1.204,24.8,36.0175,1015.704,137210,101.4,5.455,,1.34,,6.299333333,200.331,LQ,0,36,Yes,N
20111003,0.778,24.8,36.0175,1015.704,97761,101.4,5.455,,1.34,,6.299333333,200.331,LQ,0,31,No,N
20111004,1.007,24.8,36.0175,1015.704,63026,101.4,5.455,,1.34,,6.299333333,200.331,FQ,0,26,No,N
20111005,1.001,24.8,36.0175,1015.704,13553,101.4,5.455,,1.34,,6.299333333,200.331,FQ,0,18,No,N
20111006,0.886,24.8,36.0175,1015.704,155117,101.4,5.455,,1.34,,6.299333333,200.331,FQ,0,32,No,N
20111007,0.961,24.8,36.0175,1015.704,146427,101.4,5.455,,1.34,,6.299333333,200.331,FM,0,36,Yes,N
20111008,0.981,24.8,36.0175,1015.704,64196,101.4,5.455,,1.34,,6.299333333,200.331,FM,0,41,Yes,N
20111009,0.866,24.8,36.0175,1015.704,14367,101.4,5.455,,1.34,,6.299333333,200.331,FM,0,42,Yes,N
20111010,0.84,24.8,36.0175,1015.704,184921,101.4,5.455,,1.34,,6.299333333,200.331,NM,0,35,No,N
20111011,0.968,24.8,36.0175,1015.704,116393,101.4,5.455,,1.34,,6.299333333,200.331,FM,328,55,No,N
20111012,1.129,24.8,36.0175,1015.704,24162,101.4,5.455,,1.34,,6.299333333,200.331,FM,5,31,No,N
20111013,1.204,24.8,36.0175,1015.704,177137,101.4,5.455,,1.34,,6.299333333,200.331,FM,3,34,No,N
20111014,1.099,24.8,36.0175,1015.704,86793,101.4,5.455,,1.34,,6.299333333,200.331,FM,5,50,Yes,N
20111015,1.309,24.8,36.0175,1015.704,147856,101.4,5.455,,1.34,,6.299333333,200.331,FM,0,36,Yes,N
20111016,1.122,24.8,36.0175,1015.704,88927,101.4,5.455,,1.34,,6.299333333,200.331,FM,0,35,Yes,N
20111017,0.666,24.8,36.0175,1015.704,49061,101.4,5.455,,1.34,,6.299333333,200.331,FQ,0,67,No,N
20111018,0.505,24.8,36.0175,1015.704,92706,101.4,5.455,,1.34,,6.299333333,200.331,FQ,178,42,No,N
20111019,0.807,24.8,36.0175,1015.704,26712,101.4,5.455,,1.34,,6.299333333,200.331,FQ,1140,78,No,N
20111020,1.362,24.8,36.0175,1015.704,198198,101.4,5.455,,1.34,,6.299333333,200.331,LQ,0,80,No,N
20111021,0.846,24.8,36.0175,1015.704,33439,101.4,5.455,,1.34,,6.299333333,200.331,LQ,0,21,Yes,N
20111022,0.791,24.8,36.0175,1015.704,169178,101.4,5.455,,1.34,,6.299333333,200.331,LQ,8,30,Yes,N
20111023,0.83,24.8,36.0175,1015.704,134162,101.4,5.455,,1.34,,6.299333333,200.331,LQ,8,32,Yes,N
20111024,1.106,24.8,36.0175,1015.704,73095,101.4,5.455,,1.34,,6.299333333,200.331,NM,3,34,No,N
20111025,1.381,24.8,36.0175,1015.704,6785,101.4,5.455,,1.34,,6.299333333,200.331,NM,0,24,No,N
20111026,0.919,24.8,36.0175,1015.704,9927,101.4,5.455,,1.34,,6.299333333,200.331,NM,0,53,No,N
20111027,0.689,24.8,36.0175,1015.704,167121,101.4,5.455,,1.34,,6.299333333,200.331,NM,0,67,No,N
20111028,0.833,24.8,36.0175,1015.704,95050,101.4,5.455,,1.34,,6.299333333,200.331,NM,0,52,Yes,N
20111029,0.902,24.8,36.0175,1015.704,83700,101.4,5.455,,1.34,,6.299333333,200.331,NM,15,52,Yes,N
20111030,1.184,24.8,36.0175,1015.704,110893,101.4,5.455,,1.34,,6.299333333,200.331,LQ,0,37,Yes,N
20111031,0.705,24.8,36.0175,1015.704,20900,101.4,5.455,,1.34,,6.299333333,200.331,LQ,66,46,No,N
20111101,1.289,20.7,36.06666667,1020.145667,116703,109.7,5.478366667,,1.62,,7.985333333,188.412,LQ,23,47,No,N
20111102,1.161,20.7,36.06666667,1020.145667,24761,109.7,5.478366667,,1.62,,7.985333333,188.412,FQ,0,33,No,N
20111103,1.079,20.7,36.06666667,1020.145667,100282,109.7,5.478366667,,1.62,,7.985333333,188.412,FQ,0,17,No,N
20111104,0.889,20.7,36.06666667,1020.145667,46074,109.7,5.478366667,,1.62,,7.985333333,188.412,FQ,338,61,Yes,N
20111105,1.578,20.7,36.06666667,1020.145667,59273,109.7,5.478366667,,1.62,,7.985333333,188.412,FQ,0,73,Yes,N
20111106,1.742,20.7,36.06666667,1020.145667,26150,109.7,5.478366667,,1.62,,7.985333333,188.412,FM,3,38,Yes,N
20111107,1.381,20.7,36.06666667,1020.145667,44195,109.7,5.478366667,,1.62,,7.985333333,188.412,FM,0,31,No,N
20111108,1.125,20.7,36.06666667,1020.145667,82945,109.7,5.478366667,,1.62,,7.985333333,188.412,FM,0,33,No,N
20111109,1.142,20.7,36.06666667,1020.145667,20810,109.7,5.478366667,,1.62,,7.985333333,188.412,FM,20,31,No,N
20111110,1.188,20.7,36.06666667,1020.145667,76836,109.7,5.478366667,,1.62,,7.985333333,188.412,NM,0,28,No,N
20111111,1.857,20.7,36.06666667,1020.145667,45351,109.7,5.478366667,,1.62,,7.985333333,188.412,FM,0,48,Yes,N
20111112,0.906,20.7,36.06666667,1020.145667,23991,109.7,5.478366667,,1.62,,7.985333333,188.412,FM,0,27,Yes,N
20111113,0.364,20.7,36.06666667,1020.145667,4326,109.7,5.478366667,,1.62,,7.985333333,188.412,FM,0,25,Yes,N
20111114,0.259,20.7,36.06666667,1020.145667,63198,109.7,5.478366667,,1.62,,7.985333333,188.412,FM,0,38,No,N
20111115,-0.043,20.7,36.06666667,1020.145667,44699,109.7,5.478366667,,1.62,,7.985333333,188.412,FQ,10,43,No,N
20111116,-0.007,20.7,36.06666667,1020.145667,13251,109.7,5.478366667,,1.62,,7.985333333,188.412,FQ,429,43,No,N
20111117,0.052,20.7,36.06666667,1020.145667,52729,109.7,5.478366667,,1.62,,7.985333333,188.412,FQ,490,45,No,N
20111118,0.719,20.7,36.06666667,1020.145667,16438,109.7,5.478366667,,1.62,,7.985333333,188.412,FQ,0,32,Yes,N
20111119,0.112,20.7,36.06666667,1020.145667,25999,109.7,5.478366667,,1.62,,7.985333333,188.412,LQ,0,20,Yes,N
20111120,0.092,20.7,36.06666667,1020.145667,32621,109.7,5.478366667,,1.62,,7.985333333,188.412,LQ,0,24,Yes,N
20111121,0.154,20.7,36.06666667,1020.145667,43743,109.7,5.478366667,,1.62,,7.985333333,188.412,LQ,0,26,No,N
20111122,0.318,20.7,36.06666667,1020.145667,19566,109.7,5.478366667,,1.62,,7.985333333,188.412,NM,0,24,No,N
20111123,0.308,20.7,36.06666667,1020.145667,10296,109.7,5.478366667,,1.62,,7.985333333,188.412,NM,104,63,No,N
20111124,1.539,20.7,36.06666667,1020.145667,37888,109.7,5.478366667,,1.62,,7.985333333,188.412,NM,0,38,No,N
20111125,0.787,20.7,36.06666667,1020.145667,21886,109.7,5.478366667,,1.62,,7.985333333,188.412,NM,0,22,Yes,N
20111126,0.531,20.7,36.06666667,1020.145667,18432,109.7,5.478366667,,1.62,,7.985333333,188.412,NM,0,25,Yes,N
20111127,0.312,20.7,36.06666667,1020.145667,15771,109.7,5.478366667,,1.62,,7.985333333,188.412,NM,0,30,Yes,N
20111128,0.125,20.7,36.06666667,1020.145667,36252,109.7,5.478366667,,1.62,,7.985333333,188.412,LQ,15,57,No,N
20111129,-0.092,20.7,36.06666667,1020.145667,9100,109.7,5.478366667,,1.62,,7.985333333,188.412,LQ,112,55,No,N
20111130,0.892,20.7,36.06666667,1020.145667,5303,109.7,5.478366667,,1.62,,7.985333333,188.412,LQ,0,48,No,N
20111201,0.781,18.2,28.896,1019.524,25810,119.9,5.333,,1.61,,7.461333333,227.376,LQ,0,32,No,N
20111202,0.495,18.2,28.896,1019.524,16576,119.9,5.333,,1.61,,7.461333333,227.376,FQ,0,13,Yes,N
20111203,0.423,18.2,28.896,1019.524,22301,119.9,5.333,,1.61,,7.461333333,227.376,FQ,0,29,Yes,N
20111204,0.492,18.2,28.896,1019.524,18918,119.9,5.333,,1.61,,7.461333333,227.376,FQ,0,26,Yes,N
20111205,0.551,18.2,28.896,1019.524,20176,119.9,5.333,,1.61,,7.461333333,227.376,FQ,15,26,No,N
20111206,0.597,18.2,28.896,1019.524,5575,119.9,5.333,,1.61,,7.461333333,227.376,FM,3,19,No,N
20111207,0.512,18.2,28.896,1019.524,5434,119.9,5.333,,1.61,,7.461333333,227.376,FM,56,51,No,N
20111208,1.266,18.2,28.896,1019.524,20411,119.9,5.333,,1.61,,7.461333333,227.376,FM,0,41,No,N
20111209,0.63,18.2,28.896,1019.524,12384,119.9,5.333,,1.61,,7.461333333,227.376,FM,23,29,Yes,N
20111210,0.827,18.2,28.896,1019.524,11836,119.9,5.333,,1.61,,7.461333333,227.376,NM,114,44,Yes,N
20111211,0.715,18.2,28.896,1019.524,17382,119.9,5.333,,1.61,,7.461333333,227.376,FM,0,47,Yes,N
20111212,0.653,18.2,28.896,1019.524,12713,119.9,5.333,,1.61,,7.461333333,227.376,FM,0,43,No,N
20111213,0.597,18.2,28.896,1019.524,3971,119.9,5.333,,1.61,,7.461333333,227.376,FM,0,30,No,N
20111214,0.476,18.2,28.896,1019.524,9327,119.9,5.333,,1.61,,7.461333333,227.376,FM,0,25,No,N
20111215,0.246,18.2,28.896,1019.524,10265,119.9,5.333,,1.61,,7.461333333,227.376,FQ,0,26,No,N
20111216,0.167,18.2,28.896,1019.524,5205,119.9,5.333,,1.61,,7.461333333,227.376,FQ,0,40,Yes,N
20111217,0.607,18.2,28.896,1019.524,20137,119.9,5.333,,1.61,,7.461333333,227.376,FQ,0,36,Yes,N
20111218,0.833,18.2,28.896,1019.524,13187,119.9,5.333,,1.61,,7.461333333,227.376,LQ,0,30,Yes,N
20111219,0.561,18.2,28.896,1019.524,2273,119.9,5.333,,1.61,,7.461333333,227.376,LQ,0,22,No,N
20111220,0.499,18.2,28.896,1019.524,5304,119.9,5.333,,1.61,,7.461333333,227.376,LQ,0,29,No,N
20111221,0.482,18.2,28.896,1019.524,3809,119.9,5.333,,1.61,,7.461333333,227.376,NM,3,43,No,N
20111222,0.407,18.2,28.896,1019.524,2632,119.9,5.333,,1.61,,7.461333333,227.376,NM,0,36,No,N
20111223,0.614,18.2,28.896,1019.524,5044,119.9,5.333,,1.61,,7.461333333,227.376,NM,30,51,Yes,N
20111224,0.656,18.2,28.896,1019.524,4266,119.9,5.333,,1.61,,7.461333333,227.376,NM,0,35,Yes,N
20111225,0.436,18.2,28.896,1019.524,4295,119.9,5.333,,1.61,,7.461333333,227.376,NM,0,18,Yes,N
20111226,0.965,18.2,28.896,1019.524,1593,119.9,5.333,,1.61,,7.461333333,227.376,NM,0,40,No,N
20111227,0.328,18.2,28.896,1019.524,2136,119.9,5.333,,1.61,,7.461333333,227.376,NM,559,73,No,N
20111228,1.132,18.2,28.896,1019.524,3626,119.9,5.333,,1.61,,7.461333333,227.376,LQ,0,64,No,N
20111229,0.226,18.2,28.896,1019.524,3104,119.9,5.333,,1.61,,7.461333333,227.376,LQ,0,22,No,N
20111230,0.207,18.2,28.896,1019.524,2950,119.9,5.333,,1.61,,7.461333333,227.376,LQ,0,31,Yes,N
20111231,-0.043,18.2,28.896,1019.524,1805,119.9,5.333,,1.61,,7.461333333,227.376,LQ,0,33,Yes,N
20120101,-0.079,18.5,36.1,1019.255,2239,123.1,5.49225,,1.75,,8.43125,248.2335,FQ,0,36,Yes,N
20120102,0.459,19.6,36.1,1019.255,4609,123.1,5.49225,,1.75,,8.43125,248.2335,FQ,0,46,No,N
20120103,1.411,19.3,36.2,1019.255,1234,123.1,5.49225,,1.75,,8.43125,248.2335,FQ,0,60,No,N
20120104,0.282,18.8,36.2,1019.255,749,123.1,5.49225,,1.75,,8.43125,248.2335,FQ,0,36,No,N
20120105,0.157,19.9,36.2,1019.255,1234,123.1,5.49225,,1.75,,8.43125,248.2335,FM,0,30,No,N
20120106,-0.036,19.5,36.2,1019.255,1234,123.1,5.49225,,1.75,,8.43125,248.2335,FM,0,43,Yes,N
20120107,-0.108,18.5,36.2,1019.255,1373,123.1,5.49225,,1.75,,8.43125,248.2335,FM,0,53,Yes,N
20120108,0.046,18,36.2,1019.255,308,123.1,5.49225,,1.75,,8.43125,248.2335,NM,0,33,Yes,N
20120109,0.167,18.2,36.2,1019.255,1234,123.1,5.49225,,1.75,,8.43125,248.2335,FM,119,27,No,N
20120110,0.397,18.1,36.2,1019.255,1234,123.1,5.49225,,1.75,,8.43125,248.2335,FM,0,20,No,N
20120111,0.223,19.2,36.2,1019.255,1234,123.1,5.49225,,1.75,,8.43125,248.2335,FM,782,43,No,N
20120112,0.63,19.5,36.2,1019.255,2105,123.1,5.49225,,1.75,,8.43125,248.2335,FM,97,76,No,N
20120113,1.371,15.1,36.2,1019.255,759,123.1,5.49225,,1.75,,8.43125,248.2335,FQ,0,79,Yes,N
20120114,0.577,14.8,36.3,1019.255,720,123.1,5.49225,,1.75,,8.43125,248.2335,FQ,0,42,Yes,N
20120115,0.312,15.2,36.2,1019.255,1234,123.1,5.49225,,1.75,,8.43125,248.2335,FQ,0,37,Yes,N
20120116,-0.059,16.1,36.3,1019.255,2184,123.1,5.49225,,1.75,,8.43125,248.2335,LQ,0,19,No,N
20120117,-0.292,18.3,36.2,1019.255,3875,123.1,5.49225,,1.75,,8.43125,248.2335,LQ,0,64,No,N
20120118,-0.259,16.5,36.3,1019.255,4782,123.1,5.49225,,1.75,,8.43125,248.2335,LQ,104,60,No,N
20120119,0.308,15.9,36.3,1019.255,6502,123.1,5.49225,,1.75,,8.43125,248.2335,LQ,0,31,No,N
20120120,0.082,16.8,36.3,1019.255,4402,123.1,5.49225,,1.75,,8.43125,248.2335,NM,0,27,Yes,N
20120121,0.092,15.5,36.3,1019.255,11387,123.1,5.49225,,1.75,,8.43125,248.2335,NM,74,52,Yes,N
